StockCode,Discount,ReturnRate,Quantity,NetProfit,NetRevenue,HighReturnRisk
16169M,0.09062748800823865,0.0,635,55.462250930091486,242.15225093009147,0
16169N,0.0883061002746754,0.0,25,2.2227859471159075,9.572785947115907,0
16169P,0.060137614346397666,0.0,50,5.037110098725648,19.737110098725648,0
16202A,0.09310219760397875,0.0,7,0.7685087359894438,3.2185087359894435,0
16202B,0.0979984831790698,0.0,29,2.03954515647611,12.189545156476107,0
16202E,0.03401253493514679,0.0625,15,1.8046126701924285,7.054612670192428,0
16206B,0.07183989733359918,0.0,7,1.9124245891323928,8.037424589132392,0
16207A,0.10050130362376837,0.0,13,7.568299260658102,34.4132992606581,0
16207B,0.12168445308269527,0.0,4,1.8422697069830263,9.759269706983027,0
16216,0.10018322092600429,0.0,3316,42.60269228527388,201.60069228527385,0
16218,0.09547183877636455,0.0,3760,50.98647424481613,228.2264742448161,0
16219,0.08650758848794214,0.01619979750253122,2915,58.60579800750799,275.535798007508,0
16225,0.09987371342390094,0.0,760,115.17419674525328,532.9621967452533,0
16235,0.09619859374455378,0.00038022813688212925,2629,108.44298403035383,471.1759840303538,0
16236,0.10247745637726793,0.0,1296,54.99922133088306,241.59122133088303,0
16237,0.10367956118954735,0.012922679302175319,4583,182.16641796550772,800.2174179655077,0
16238,0.10904824853951513,0.0,1259,51.12213050933699,236.68513050933697,0
16244B,0.08913342992335783,0.0,7,1.342782657945166,6.837782657945166,0
16248B,0.07635892293015338,0.0,13,3.787852158817498,15.162852158817497,0
16254,0.08490165218478626,0.0,31,5.6704771666428355,25.207477166642835,0
16258A,0.10449622825000508,0.002242152466367713,445,28.452062202869538,138.02306220286954,0
16259,0.1054075452579154,0.03096330275229358,3380,67.30017408414483,295.8921740841448,0
17001,0.04402226518095063,0.0,72,5.344815103021748,19.960815103021748,0
17003,0.09194090722135073,0.00013086150490730644,22922,1228.5498004474239,5406.121800447424,0
17007B,0.18900360502774305,0.0,24,5.59421830660175,40.87421830660175,0
17011F,0.10102701624350845,0.0,80,12.941239598187693,56.44623959818769,0
17012A,0.11536895850704852,0.0,267,43.585852966177136,213.23085296617714,0
17012B,0.11396177961631354,0.0,455,86.51584250054393,382.3008425005439,0
17012C,0.08425708375178442,0.0,362,79.03018258724232,318.2901825872423,0
17012D,0.11086026256319133,0.0,385,68.4741592368255,322.53915923682547,0
17012E,0.09622307492541916,0.0,35,7.899033862359788,35.93403386235978,0
17012F,0.09807993055168047,0.0,365,64.16797128558194,294.5029712855819,0
17013D,0.07747127407160821,0.0,532,52.26638005432172,232.7823800543217,0
17014A,0.08819873720536357,0.0,154,16.5021528420875,63.9831528420875,0
17021,0.10164277878830595,0.0,2319,122.17827788493861,549.6962778849386,0
17028J,0.010227076288420145,0.0,6,0.7302277677531817,2.4942277677531814,0
17038,0.09809269943654413,0.0,1501,27.69956683759961,124.36956683759959,0
17084A,0.08928439775439571,0.0,200,9.265106232011753,38.66510623201175,0
17084J,0.10013635026660503,0.0,225,9.915581138288385,42.990581138288384,0
17084N,0.09237667783697504,0.0,1025,44.610575041486356,193.53557504148634,0
17084P,0.09697686062952693,0.0,349,15.33484439057689,66.63784439057689,0
17084R,0.10065085201672613,0.0,4032,138.40069264401004,670.62469264401,0
17090A,0.07533328568920214,0.0,109,21.99748236036982,97.21248236036982,0
17090D,0.09836697789626969,0.0,28,7.934362948413992,32.43436294841399,0
17091A,0.09085319636822886,0.0,171,20.130322386509484,89.36732238650947,0
17091J,0.10686889736454432,0.0,2026,165.73151985576632,768.5295198557662,0
17096,0.1098838399189186,0.0,2516,57.143942075082556,367.7759420750825,0
17107D,0.0822242219710417,0.0,170,93.65553446022149,397.1055344602214,0
17109D,0.1057412609492816,0.0,61,5.813924406412796,28.458924406412795,0
17129F,0.08598991853793553,0.004662004662004662,427,55.850621033685485,259.72562103368546,0
17136A,0.09966444153185403,0.0,352,5.1705436862069245,25.88354368620692,0
17164B,0.11700937391727202,0.0,27,2.2006706121914346,10.138670612191435,0
17165D,0.09359307546638299,0.0,27,5.378123653667231,25.22312365366723,0
17174,0.07879102935181448,0.0,9,0.8754927564465766,3.5214927564465768,0
17191A,0.10925131544845289,0.0,4,2.8612302682732063,13.361230268273207,0
18007,0.1157410216040942,0.0,5848,93.08351741089261,360.7075174108926,0
18094C,0.1081790715020858,0.0,134,27.827542216868462,134.99754221686845,0
18097A,0.08954129656821876,0.0,5,2.539919782950539,11.464919782950538,0
18097C,0.09795732369891494,0.30385015608740895,669,329.93363730167636,1352.7386373016761,0
18098C,0.10793921357346946,0.0,190,98.6215735475158,470.81157354751576,0
20615,0.11191585780589729,0.0,231,43.560271257983416,206.8982712579834,0
20616,0.11063839835012831,0.0,134,24.257373774805487,110.20337377480547,0
20617,0.10758877955907614,0.0,66,26.484803253767982,122.90280325376798,0
20618,0.09921545490142246,0.0,68,26.27533728937743,122.79133728937742,0
20619,0.07860306253594111,0.0,142,42.72544742917083,187.08644742917082,0
20622,0.10407420764110963,0.0,162,44.06018855247709,210.7161885524771,0
20652,0.09528045168054278,0.0,147,39.59975307336761,173.30675307336762,0
20653,0.10246574025580928,0.0,33,9.942547716833506,40.511547716833505,0
20654,0.1009440671161901,0.0,101,25.421443833395376,110.60444383339538,0
20655,0.10339812274932356,0.0,89,21.496609386911924,97.87360938691192,0
20657,0.10022152953433654,0.0,61,14.776888806049401,68.2498888060494,0
20658,0.0820133530792891,0.0,324,84.34919185450728,367.8491918545073,0
20659,0.09033057519893756,0.0,88,27.02033621550363,119.46233621550363,0
20661,0.14358836837314862,0.0,9,6.054444613827623,30.60344461382762,0
20662,0.060662605741481725,0.0,11,9.457926239411805,38.13692623941181,0
20663,0.10028626995029725,0.0,3,2.5279255362148505,10.71092553621485,0
20664,0.1108321538210768,0.0,6,3.1564466875720605,15.546446687572061,0
20665,0.10241534454766353,0.0,340,198.31678575991992,897.05678575992,0
20666,0.10620699370660278,0.0,4,2.286757474262088,10.546757474262087,0
20667,0.18648879567547016,0.0,1,0.334858052757363,2.399858052757363,0
20668,0.10069575218201392,0.0,12486,266.2235504719011,1233.063550471901,0
20669,0.10900069987502063,0.0,180,40.47215240374234,197.97215240374234,0
20670,0.10621983987324485,0.0,8,5.780792557537993,26.276792557537995,0
20671,0.13730314779711827,0.0,10,2.4457228897935055,11.195722889793505,0
20674,0.09553136603895661,0.004395604395604396,1359,327.9626296374873,1470.0546296374873,0
20675,0.09492968335379616,0.004393994873672647,2719,682.105220827109,2899.285220827109,0
20676,0.09324647555225116,0.005083179297597043,4306,1024.6447942202478,4507.655794220248,0
20677,0.10060466132014262,0.001585791309863622,3148,747.7736402696924,3287.9546402696924,0
20678,0.043451480098772914,0.0,4,1.6932202313481,6.313220231348099,0
20679,0.0996807673561011,0.005501222493887531,1627,1719.1685623121593,8036.668562312159,0
20681,0.10313481232244885,0.016,123,75.69458430946456,355.51958430946456,0
20682,0.10265814760244857,0.017271157167530225,1138,722.8483616975637,3259.0603616975636,0
20684,0.10087658366754193,0.0,77,49.34607271309391,224.5210727130939,0
20685,0.0884368004734888,0.022357723577235773,2886,3668.2915261208836,15733.995526120883,0
20686,0.10527700960512651,0.0,252,162.7097302711101,738.37573027111,0
20694,0.09036832739133212,0.0,34,29.18834191105475,118.43834191105475,0
20695,0.11348488575827244,0.0,5,3.939039589667315,18.814039589667313,0
20696,0.11650858600943023,0.0,32,24.26499433798616,108.26499433798617,0
20697,0.09966949160506675,0.0,17,8.415573224094041,38.76057322409404,0
20698,0.09383060992205818,0.0,14,7.082336936915519,32.07233693691551,0
20699,0.1112252817981299,0.0,29,13.017304848364423,64.78230484836442,0
20700,0.12222021057569057,0.0,10,6.162412175503297,32.4124121755033,0
20701,0.08005438600308842,0.0,6,3.995834220144044,19.745834220144044,0
20702,0.08860707466653153,0.0,127,114.06915276169674,491.8941527616967,0
20703,0.04070697477737928,0.875,1,1.101995357196138,4.076995357196138,1
20704,0.11224238188215821,0.018604651162790697,211,117.78787911636431,556.3028791163644,0
20705,0.11569495896637412,0.006944444444444443,143,77.77079611835983,377.96579611835983,0
20707,0.09127196621421903,0.00641025641025641,155,43.3353753473023,180.1993753473023,0
20711,0.09945448676731658,0.005218216318785579,4194,1587.5280736624338,6964.473073662433,0
20712,0.09926608994829099,0.02851033499643621,8178,3102.7512928136684,13947.767292813667,0
20713,0.09919430959648769,0.02274854896086875,10439,3855.0118855728324,17170.635885572832,0
20716,0.10458525124502095,0.0,313,81.49619633619872,342.07119633619874,0
20717,0.10118123505018266,0.004935834155972359,2016,484.7509093204753,2186.3669093204753,0
20718,0.09978220502912116,0.005612722170252572,4252,1012.1732621608619,4582.390262160862,0
20719,0.10030113202881263,0.012022327179046801,9204,1446.2278509644086,6520.660850964408,0
20723,0.10175821468109397,0.010861694424330196,6830,1031.67466528666,4886.22466528666,0
20724,0.09717849166790186,0.017160446325509813,12772,1978.8875253196268,9044.967525319626,0
20725,0.09833526775340103,0.029645025433462778,17741,5629.4840105917265,25300.21901059172,0
20726,0.09513736415714444,0.008968609865470852,9061,2993.5768715153163,13107.183871515314,0
20727,0.09640199106146233,0.010465631929046563,11157,3621.5396999840914,16083.95469998409,0
20728,0.09775729567079505,0.01950063787133224,10760,3435.208660510638,15451.884660510636,0
20731,0.11947463350228395,0.0,74,19.972122511776394,84.72212251177639,0
20733,0.09403057258915413,0.2508361204013378,896,137.19361932662486,606.3336193266248,0
20735,0.09694429359851778,0.0,158,21.414413537739986,106.32441353773999,0
20749,0.0801947412158573,0.008138351983723296,975,1195.5503771329431,5529.425377132942,0
20750,0.09247985866794249,0.0068415051311288486,871,1191.521310055584,5063.116310055583,0
20751,0.10453198767819566,0.001072961373390558,931,356.81076755716737,1684.0527675571673,0
20752,0.09983975894326083,0.0055248618784530384,360,147.5678903029674,676.7678903029674,0
20754,0.09717613063353799,0.000741839762611276,1347,511.73323944620137,2367.839239446201,0
20755,0.1033680224598374,0.0,291,46.79919329759995,219.94419329759995,0
20756,0.1079043328703349,0.0,63,10.26260352954608,47.74760352954608,0
20757,0.11474207164713354,0.0,152,21.391671726953305,112.3776717269533,0
20758,0.10979270428621161,0.0,151,24.017001319213392,113.86200131921339,0
20759,0.11369217796780547,0.0,64,9.74804289996519,47.82804289996519,0
20760,0.09616216438710572,0.0,66,10.814606587453175,50.08460658745317,0
20761,0.08932538630893633,0.0,107,85.54369882232332,371.61269882232335,0
20762,0.10134565312655766,0.0,101,72.74878859030709,340.4707885903071,0
20763,0.1048217751894682,0.0,71,36.24627377704475,169.21827377704474,0
20764,0.10667971922037404,0.0,124,89.17102584636221,422.4620258463622,0
20765,0.10489280324374564,0.0,94,68.250542787103,325.388542787103,0
20766,0.10644316927692779,0.0,110,75.41846469518617,362.9994646951862,0
20767,0.09478587026397062,0.0,214,107.82195843737436,481.8459584373743,0
20768,0.11351084448325749,0.0,130,55.85933535323286,278.2563353532328,0
20769,0.09095322662058478,0.0,66,34.28089174686996,155.46489174686994,0
20770,0.10349697827643634,0.0,107,57.95199639839711,237.60699639839706,0
20771,0.09396414116482595,0.0,70,37.175901401230206,163.81290140123016,0
20772,0.1043135578528789,0.0045662100456621,218,112.78234851628157,486.9043485162815,0
20773,0.12511055308581168,0.0,53,15.330099844228114,76.5450998442281,0
20774,0.10924511820733965,0.0,50,15.513557188775913,73.2635571887759,0
20775,0.10068479673363877,0.0,59,20.34161423948682,88.48661423948681,0
20777,0.1017943201880558,0.0,95,31.77703930872172,141.5020393087217,0
20778,0.12842508257663665,0.0,15,4.276319376685917,21.601319376685915,0
20780,0.10372864124655902,0.0,34,36.56744520508724,160.17344520508723,0
20781,0.1299638863830837,0.03333333333333333,29,26.645725105293344,133.13672510529335,0
20782,0.12562806725795567,0.0,38,36.2957217939875,179.8517217939875,0
20793,0.08299947229611376,0.38461538461538464,8,11.618264191124503,49.4182641911245,0
20794,0.08155455057578839,0.0967741935483871,84,42.62393828165445,190.04393828165442,0
20795,0.059021871544513334,0.12,44,23.85144232076774,88.53144232076774,0
20796,0.06761497506736833,0.0,61,25.569175636024482,96.02417563602447,0
20798,0.12769876958457,0.1,36,12.559371597910841,65.47937159791084,0
20801,0.0975863022950284,0.0367816091954023,838,134.42031822126754,624.6023182212674,0
20802,0.09742742862915157,0.056768558951965066,648,145.90710102149532,657.2151010214952,0
20803,0.10081958230710485,0.06945863125638406,911,73.29417426763594,342.03117426763595,0
20816,0.03349170820769487,0.0,8,4.125012737109294,15.045012737109294,0
20818,0.0904960972943431,0.0,12,4.168024977962414,18.168024977962414,0
20819,0.12910654621017428,0.0,48,29.317336905882275,157.91433690588227,0
20820,0.04400359859795642,0.0,5,6.384909865310046,23.709909865310046,0
20821,0.1200098890431504,0.42857142857142855,16,14.337273048205212,69.77727304820522,0
20823,0.13493792580069847,0.0,160,19.55414671534295,108.03414671534293,0
20826,0.10493224449383122,0.0,276,23.194888920930477,113.07488892093048,0
20827,0.15898605381310804,0.0,88,4.126706741106376,28.150706741106376,0
20828,0.09656511568493098,0.0,993,497.80757387635646,2209.832573876356,0
20829,0.09605405858173721,0.08746355685131195,1252,529.2324928744051,2281.4654928744053,0
20830,0.09536983623380563,0.013157894736842105,75,33.01109408346931,143.26109408346932,0
20831,0.09960580907717803,0.0,169,56.50493234326946,247.14293234326945,0
20832,0.10592908644623901,0.0009910802775024777,1008,96.63586668409417,457.8218666840942,0
20835,0.11831237736663226,0.0,66,10.292369356404745,48.63836935640474,0
20836,0.12042101409233119,0.06593406593406594,170,26.591282020533193,125.36128202053318,0
20837,0.08580374063655274,0.0,141,28.19811151613945,127.92711151613945,0
20838,0.08915608430282955,0.03508771929824561,330,58.300113360943755,256.3581133609437,0
20839,0.10494780119976177,0.0,452,80.69548898438285,368.98348898438286,0
20840,0.09742382880999935,0.02536997885835095,461,82.75202881195908,360.4630288119591,0
20845,0.07302540718295517,0.0,19,28.60982943894351,113.06482943894349,0
20846,0.1079065338037521,0.0,641,154.14732628723206,698.726326287232,0
20847,0.11493927713298624,0.0,46,29.611166138875433,150.36116613887543,0
20848,0.1001557095152184,0.0,21,13.176430013709954,56.541430013709956,0
20851,0.10569336287950333,0.0,9,10.685353473896324,48.17035347389633,0
20854,0.11859675215208776,0.07865168539325842,164,48.57939381124443,225.5393938112444,0
20856,0.09068485897032197,0.06666666666666667,140,47.76704394217888,209.46704394217883,0
20857,0.12930710376850546,0.3191489361702128,32,8.622710116430785,45.582710116430775,0
20861,0.07714935638305309,0.0,2,0.9359727031911773,3.8759727031911773,0
20866,0.12471543256100051,0.22727272727272724,408,77.74061175999482,418.87861175999484,0
20867,0.11206729879537208,0.0,187,44.01944934421227,206.04844934421226,0
20868,0.11054890586010661,0.0,381,28.344638825237737,139.82663882523772,0
20869,0.11396676126475878,0.0,79,5.7097369223102366,27.276736922310235,0
20878,0.14536509382501014,0.0,24,5.4221095008378795,26.422109500837877,0
20886,0.0966182233223072,0.013215859030837006,448,171.88505644058463,762.4050564405846,0
20893,0.09528961016297324,0.12244897959183673,258,101.01610629429932,497.6011062942993,0
20894,0.07496463467810363,0.0,25,16.342572471965294,67.9675724719653,0
20897,0.08246828903185055,0.12371134020618557,85,44.353133775305416,205.5981337753054,0
20898,0.13132201605585944,0.2,24,12.520157026799174,62.08015702679917,0
20901,0.025860979148705512,0.4,3,5.070407288319411,18.40540728831941,0
20902,0.06168599548540438,0.0,33,37.19695003338313,170.4419500333831,0
20903,0.08593343497096653,0.0,20,28.59481212364982,117.49481212364981,0
20906,0.1379635668027035,0.0,3,1.468503129054457,7.663503129054456,0
20910,0.1412680718056294,0.0,8,7.640404041079444,43.20040404107944,0
20914,0.09804302031257367,0.017128221546342245,6140,3505.948127247974,15556.784127247973,0
20931,0.10209429145628057,0.05054151624548736,263,147.68087045221094,703.7958704522109,0
20932,0.10411620653779906,0.05025125628140704,189,101.80539462850263,463.18039462850265,0
20933,0.10847328820084502,0.0,23,11.667249874006304,61.4022498740063,0
20934,0.09963725642919151,0.20588235294117646,54,57.30427531035074,263.31427531035075,0
20935,0.10321258390433981,0.0,6,3.1457878297199215,15.535787829719922,0
20936,0.08982648165743265,0.010752688172043012,92,58.430227180900914,249.51622718090093,0
20941,0.09199176384596071,0.03333333333333333,58,14.987804882671108,65.73780488267111,0
20956,0.09665156697230431,0.006839945280437756,726,185.51890667079851,823.3099066707986,0
20961,0.10753301142014786,0.046598322460391424,1023,249.2086748084355,1157.8856748084354,0
20963,0.09803769014115563,0.0,1094,268.35125470970934,1241.6942547097092,0
20964,0.008972111525543404,0.0,2,1.4842422312197288,5.054242231219728,0
20966,0.11487354391151655,0.0,589,122.94110539454164,611.7161053945416,0
20967,0.09742822306452208,0.0,256,197.33642214161432,869.3364221416143,0
20969,0.09534933559852168,0.0718177315502724,1874,1534.579562052636,6243.346562052636,0
20970,0.09704163950887668,0.002775208140610546,1078,822.7773155603212,3603.443315560321,0
20971,0.09776969204714756,0.11458062277734408,10208,2619.2922113190893,10744.99021131909,0
20972,0.10102503865444519,0.0033736294630306437,7090,1743.2256965198426,7761.293696519842,0
20973,0.1013473442579493,0.0010365379632029023,3855,472.20945306116454,2188.8544530611643,0
20974,0.10243512223631838,0.07792923034558723,6697,837.6792423873502,3785.41424238735,0
20975,0.099632848991504,0.01901743264659271,6190,786.968137644578,3572.3381376445777,0
20977,0.09689233103999577,0.04493708807669263,1594,390.21469928734973,1767.9406992873498,0
20978,0.10161225055149985,0.009791921664626682,1618,412.9418989836429,1811.6678989836428,0
20979,0.10030518104733097,0.043501903208265365,3518,880.4901692023951,3839.572169202395,0
20980,0.08502503553021466,0.25,27,7.345026280737539,30.97002628073754,0
20981,0.10150721497095914,0.010182207931404072,1847,314.47190520322636,1413.4369052032264,0
20982,0.09556943770800017,0.0019880715705765406,2008,341.745385880971,1532.137385880971,0
20983,0.10362896814745058,0.0026954177897574125,2590,439.5620870496674,1976.2440870496673,0
20984,0.09885702202007024,0.006345848757271285,3758,222.03496238156941,1029.2049623815694,0
20985,0.10230414746065207,0.015841584158415842,994,230.32359681969228,1022.8145968196923,0
20986,0.08829385859570084,0.0,452,103.47515549325337,477.45715549325337,0
20992,0.0955855459678559,0.0,4245,372.8021058766623,1637.3171058766623,0
20996,0.09862583909905923,0.0,3052,129.52735941352555,582.9453594135255,0
20997,0.044375791581703065,0.0,15,19.807595689758763,71.78259568975876,0
20998,0.09899360544235848,0.0,119,69.16598624086349,312.9409862408635,0
21000,0.09655697445365002,0.0,45,37.90198156195088,171.77698156195086,0
21001,0.1007032116607189,0.0,24,27.340526266659275,127.30052626665928,0
21002,0.05123937103582541,0.0,13,13.95632351166997,52.63132351166996,0
21003,0.09722163570842735,0.0,13,17.408344642044682,75.19334464204466,0
21011,0.061556292316081375,0.0,18,5.292320944783423,23.562320944783423,0
21012,0.10164951819098059,0.00530035335689046,563,217.14215252043587,1004.5721525204358,0
21014,0.08837687335222445,0.0,1214,95.5466039745691,408.6286039745691,0
21015,0.09104696669790384,0.003194888178913738,1248,79.19998027580891,343.1279802758089,0
21018,0.10162133577858853,0.0,19,2.7785142140350554,14.083514214035056,0
21025,0.1247747239890914,0.0,100,18.71877894120817,107.79377894120817,0
21026,0.10251114665422462,0.0,140,33.6908791936749,155.2248791936749,0
21027,0.11956971875945467,0.0,96,21.60246897962053,102.94246897962053,0
21028,0.11411265057001063,0.0,116,25.30213880132336,129.10513880132336,0
21030,0.11425419404226089,0.0,110,25.77021395920522,123.71421395920522,0
21031,0.125594189835567,0.0,39,7.890281125379099,42.8622811253791,0
21032,0.10437228509536388,0.0,64,14.889581654758409,73.43058165475841,0
21033,0.09441737652699407,0.0010845986984815619,921,394.4430893807722,1747.312089380772,0
21034,0.10131378625844101,0.011851015801354402,1751,329.73971608435863,1494.1547160843586,0
21035,0.09524715063508778,0.0796812749003984,2310,1433.913669014497,6187.445669014496,0
21038,0.08911400544182813,0.02531645569620253,77,20.037578077683158,80.76257807768316,0
21039,0.10311589567923425,0.022988505747126436,510,239.20846734469754,1138.4704673446975,0
21040,0.08010644481537171,0.0,22,6.2502678149511315,27.04026781495113,0
21041,0.09215612043647964,0.005272407732864675,566,358.93178633762284,1527.721786337623,0
21042,0.09452936538028835,0.019801980198019802,297,358.0821622293208,1595.0871622293207,0
21043,0.08164397314445536,0.0,441,195.13553275522017,844.7005327552201,0
21051,0.09342632775108474,0.0,108,46.697071056000084,206.8780710560001,0
21058,0.10146678512077682,0.011439466158245948,1037,176.07191541700652,767.9709154170065,0
21059,0.1033559263818489,0.020512820512820513,573,95.65193247617974,436.5869324761797,0
21060,0.09224593150655735,0.0,356,59.4601782661613,271.2801782661613,0
21061,0.09739004432548323,0.0,412,70.93710238921634,316.07710238921635,0
21062,0.10213107237418546,0.0,500,84.57166492019482,382.0716649201948,0
21063,0.09216078335783785,0.0,483,86.63091926246713,375.10791926246714,0
21064,0.09835741238926488,0.0,167,146.38156085091495,654.406560850915,0
21065,0.08880441791559034,0.0,480,177.6147764816006,735.7947764816006,0
21066,0.09545069877977926,0.017167381974248927,687,162.03704667639295,621.4960466763929,0
21067,0.10217118437825484,0.12162162162162163,195,50.05626997457539,217.6222699745754,0
21068,0.09375761590606366,0.02666666666666667,1533,363.44120156079975,1508.0882015607997,0
21069,0.09690765790746553,0.27297507788161995,1867,351.5730448893593,1785.0330448893592,0
21070,0.09934322223099776,0.0,1026,239.0647843218652,974.7927843218652,0
21071,0.08680501686882526,0.007151370679380214,833,216.4550669096945,920.6410669096945,0
21078,0.0991195259813684,0.0,2482,402.709686562139,1783.0256865621388,0
21080,0.09754701632758488,0.0013863969988582613,12245,1892.6386158927419,8611.931615892741,0
21084,0.09590660488890285,0.01085481682496608,2187,92.7338208036981,415.18882080369804,0
21086,0.09672557858549292,0.0,6555,787.4350813013411,3578.608081301341,0
21087,0.15610041813322847,0.0,126,8.941602467956784,52.42560246795678,0
21088,0.09927550959151765,0.007556675062972292,1576,63.66245345339606,305.456453453396,0
21089,0.10605794632011266,0.0,231,8.648342344211745,40.65934234421174,0
21090,0.09179518314642834,0.02118893466745144,1663,145.51439959533872,638.2233995953387,0
21094,0.09813839105795036,0.0,7337,1073.4712212014672,4912.7122212014665,0
21095,0.08651131940698695,0.0,95,16.97832275080561,73.50332275080561,0
21096,0.0991256335701559,0.0,1143,85.41287321689089,420.88787321689085,0
21098,0.1102727527931253,0.012279596977329974,3137,769.8729164667212,3311.7829164667214,0
21100,0.06000403771823336,0.0,43,16.322756499987953,65.98775649998795,0
21106,0.11467844688448198,0.0,192,88.84915911321093,458.4491591132109,0
21107,0.09397711275294349,0.0,835,431.67703630493804,1974.5120363049377,0
21108,0.0965873567966658,0.23860021208907742,10052,2911.0803184947727,15005.225318494773,0
21109,0.09033174252237605,0.0,731,409.3713873767495,1756.6263873767496,0
21110,0.10177954892974882,0.0029411764705882353,678,432.42537621999764,1903.1953762199976,0
21111,0.09202215510431799,0.0,787,263.46887314593636,1165.8038731459364,0
21112,0.09327715640750316,0.0,1245,500.53159252166284,2286.8125925216627,0
21114,0.10491313461635789,0.007575757575757576,1310,321.4515893131501,1465.04158931315,0
21115,0.09575909582150618,0.0,515,538.5900930782086,2306.6850930782084,0
21116,0.10015551436088051,0.0,485,442.1117867829159,2063.346786782916,0
21117,0.08314798090911876,0.0,109,31.615797015622185,130.84079701562217,0
21121,0.09523565259807533,0.0073439412484700125,6488,1596.8633806265395,7044.039380626539,0
21122,0.094674024173607,0.00926451124976366,5240,1220.1315401210668,5652.762540121067,0
21123,0.10157001587645646,0.02414486921529175,970,239.3889664127199,1086.0809664127198,0
